,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position,initial_cost,team_name
368,Kris,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,LEE
369,Archie,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,LEE
370,James,Milner,0,1,38,844,6,327.8,229.2,74.0,1,196,63.2,4,0,2,0.1,49,3,MID,50,LIV
371,Jordan,Henderson,2,5,110,2592,22,644.7,478.6,247.0,9,507,136.8,15,0,3,1.8,49,3,MID,50,LIV
372,Adrián,San Miguel del Castillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,1,GK,45,LIV
373,Joel,Matip,3,3,170,2790,21,170.6,678.6,478.0,20,763,132.8,17,0,2,10.1,53,2,DEF,50,LIV
374,Thiago,Alcántara do Nascimento,1,4,69,1527,7,410.1,394.6,274.0,3,338,108.2,11,0,2,0.6,53,3,MID,55,LIV
375,Xherdan,Shaqiri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,59,3,MID,60,LIV
376,Alex,Oxlade-Chamberlain,2,1,42,777,7,170.0,162.8,208.0,2,148,54.0,3,0,0,0.2,58,3,MID,60,LIV
377,Roberto,Firmino,5,4,62,980,9,226.1,312.6,471.0,5,270,101.0,5,0,3,2.4,87,4,FWD,90,LIV
378,Virgil,van Dijk,3,3,183,3060,21,150.3,726.4,455.0,13,803,133.1,21,0,3,17.8,68,2,DEF,65,LIV
379,Sadio,Mané,16,5,183,2818,24,592.5,763.2,1533.0,10,526,288.7,17,0,5,4.8,118,3,MID,120,LIV
380,Alisson,Ramses Becker,0,1,176,3240,24,10.0,688.0,0.0,15,782,69.8,20,0,0,9.4,61,1,GK,60,LIV
381,Fabio Henrique,Tavares,5,1,97,2311,18,282.2,501.8,310.0,7,438,109.4,15,0,7,0.9,54,3,MID,55,LIV
382,Mohamed,Salah,23,14,265,2758,22,874.1,1203.8,2091.0,29,756,417.0,17,0,1,41.0,131,3,MID,125,LIV
383,Andrew,Robertson,3,11,186,2537,20,882.7,660.2,329.0,23,770,187.4,17,1,5,11.6,73,2,DEF,70,LIV
384,Divock,Origi,3,0,22,126,0,6.6,104.6,165.0,3,87,27.4,0,0,0,1.4,48,4,FWD,50,LIV
385,Takumi,Minamino,3,0,28,178,1,33.8,117.4,104.0,2,89,25.4,0,0,1,0.1,51,3,MID,55,LIV
386,Trent,Alexander-Arnold,2,12,208,2853,22,1362.8,837.2,478.0,32,864,268.1,18,0,2,37.9,84,2,DEF,75,LIV
387,Joseph,Gomez,0,1,22,330,3,64.0,76.6,13.0,2,92,15.4,2,0,2,0.4,47,2,DEF,50,LIV
388,Naby,Keita,3,2,65,1169,6,229.6,295.8,232.0,4,262,75.9,8,0,3,0.2,50,3,MID,50,LIV
389,Diogo,Jota,15,7,175,2357,19,535.5,734.8,1327.0,8,483,258.8,14,0,3,17.3,83,3,MID,75,LIV
390,Nathaniel,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,2,DEF,45,LIV
391,Caoimhin,Kelleher,0,0,8,180,2,0.0,46.2,0.0,0,52,4.6,1,0,0,0.1,43,1,GK,45,LIV
392,Ibrahima,Konaté,0,0,33,990,10,19.7,197.4,20.0,0,208,23.7,4,0,2,1.4,51,2,DEF,55,LIV
393,Curtis,Jones,1,1,40,849,9,179.7,156.4,171.0,3,177,50.8,4,0,0,0.1,50,3,MID,50,LIV
394,Konstantinos,Tsimikas,0,2,42,874,6,401.1,214.4,141.0,2,202,75.8,4,0,3,12.4,37,2,DEF,40,LIV
395,Neco,Williams,0,1,4,7,0,11.1,18.2,2.0,0,17,3.1,0,0,0,0.5,38,2,DEF,40,LIV
396,Rhys,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,2,DEF,45,LIV
397,Ben,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,2,DEF,40,LIV
398,Harvey,Elliott,0,0,12,344,2,133.5,43.2,102.0,0,52,27.9,2,0,0,0.1,53,3,MID,55,LIV
399,Ben,Woodburn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,LIV
400,Tyler,Morton,0,0,1,65,1,2.4,2.8,0.0,0,4,0.6,0,0,1,0.0,45,3,MID,45,LIV
401,Kaide,Gordon,0,0,1,8,0,0.6,4.0,9.0,0,-3,1.4,0,0,0,0.0,45,3,MID,45,LIV
402,Conor,Bradley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,LIV
403,Owen,Beck,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,LIV
404,Marcelo,de Araújo Pitaluga Filho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,LIV
405,Jarell,Quansah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,LIV
406,Luis,Díaz,4,3,64,957,4,245.6,273.8,530.0,6,227,105.1,6,0,0,8.0,81,3,MID,80,LIV
407,Jack,Grealish,3,3,86,1910,8,730.6,394.4,923.0,2,359,204.8,15,0,3,7.1,75,3,MID,80,MCI
408,Kyle,Walker,0,2,85,1755,14,247.8,274.2,110.0,5,403,63.2,10,0,1,4.7,54,2,DEF,55,MCI
409,Ilkay,Gündogan,8,5,124,1851,10,612.0,484.0,728.0,10,488,182.6,14,0,1,2.6,71,3,MID,75,MCI
410,Kevin,De Bruyne,15,8,196,2196,22,1147.6,973.4,845.0,33,732,296.8,13,0,2,18.6,121,3,MID,120,MCI
411,John,Stones,1,0,70,1117,6,65.9,204.6,110.0,4,290,38.0,9,0,0,2.6,52,2,DEF,55,MCI
412,Benjamin,Mendy,0,0,3,78,1,29.1,15.2,2.0,1,22,4.6,0,0,0,0.3,52,2,DEF,55,MCI
413,Riyad,Mahrez,11,7,135,1485,14,603.3,609.6,814.0,12,477,202.3,7,0,0,4.0,86,3,MID,90,MCI
414,Raheem,Sterling,13,7,163,2121,17,588.2,709.8,1184.0,15,468,248.4,13,0,1,2.6,105,3,MID,110,MCI
415,João Pedro Cavaco,Cancelo,1,11,201,3227,25,750.1,778.6,797.0,27,829,232.8,19,0,7,41.4,72,2,DEF,60,MCI
416,Ederson,Santana de Moraes,0,0,155,3330,26,0.0,556.0,0.0,4,701,55.6,20,0,3,12.1,62,1,GK,60,MCI
417,Nathan,Aké,2,0,54,919,3,58.9,245.0,75.0,0,234,37.9,5,0,0,0.5,47,2,DEF,50,MCI
418,Aymeric,Laporte,4,2,160,2830,24,197.4,641.0,331.0,8,714,116.7,18,1,5,11.0,60,2,DEF,55,MCI
419,Zack,Steffen,0,0,7,90,0,0.0,23.0,0.0,1,29,2.3,1,0,0,0.2,44,1,GK,45,MCI
420,Bernardo Mota,Veiga de Carvalho e Silva,8,8,155,2856,23,849.7,729.6,950.0,15,663,253.5,16,0,6,14.0,70,3,MID,70,MCI
421,Rúben Santos,Gato Alves Dias,2,5,141,2401,18,225.2,581.2,268.0,12,622,107.6,14,0,5,15.5,62,2,DEF,60,MCI
422,Gabriel Fernando,de Jesus,8,8,120,1871,15,508.4,563.6,1075.0,16,488,214.6,11,0,1,10.2,86,4,FWD,85,MCI
423,Oleksandr,Zinchenko,0,4,59,1044,9,256.6,234.2,103.0,4,284,59.5,5,0,0,1.5,53,2,DEF,55,MCI
424,Phil,Foden,9,6,137,2125,16,670.4,563.2,920.0,11,483,215.7,13,0,1,7.6,79,3,MID,80,MCI
425,Rodrigo,Hernandez,7,2,127,2884,22,525.5,716.6,435.0,9,618,168.1,17,0,5,1.9,55,3,MID,55,MCI
426,Ferran,Torres,2,1,26,303,1,30.0,88.6,204.0,2,65,32.3,3,0,0,1.9,67,3,MID,70,MCI
427,Fernando,Luiz Rosa,2,1,45,956,12,172.9,220.8,147.0,2,209,54.2,3,0,1,0.3,47,3,MID,50,MCI
428,Cole,Palmer,0,1,9,121,0,30.8,11.0,60.0,0,29,10.2,1,0,0,0.1,45,3,MID,45,MCI
429,Samuel,Edozie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,3,MID,50,MCI
430,Tommy,Doyle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,MCI
431,Scott,Carson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,39,1,GK,40,MCI
432,Luke,Mbete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,2,DEF,40,MCI
433,Joshua,Wilson-Esbrand,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,2,DEF,40,MCI
434,Romeo,Lavia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,3,MID,45,MCI
435,Cieran,Slicker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,MCI
436,James,McAtee,0,0,2,18,0,0.2,0.0,0.0,0,3,0.0,0,0,0,0.0,44,3,MID,45,MCI
437,Conrad,Egan-Riley,0,0,1,3,0,0.0,2.2,0.0,0,5,0.2,0,0,0,0.0,40,2,DEF,40,MCI
438,Kayky da Silva,Chagas,0,0,1,6,0,0.3,0.0,0.0,0,2,0.0,0,0,0,0.0,50,4,FWD,50,MCI
439,Liam,Delap,0,0,1,8,0,0.0,0.0,2.0,0,2,0.1,0,0,0,0.2,45,4,FWD,45,MCI
440,Edinson,Cavani,2,1,34,760,10,73.7,109.0,283.0,2,105,46.7,1,0,0,1.6,84,4,FWD,85,MUN
441,David,de Gea,0,0,132,3420,57,0.3,947.2,0.0,7,667,94.2,8,0,0,8.5,50,1,GK,50,MUN
442,Nemanja,Matic,0,4,52,1375,26,216.9,302.6,45.0,3,271,56.5,2,0,3,0.5,43,3,MID,45,MUN
443,Paul,Pogba,1,9,65,1347,22,355.1,332.6,328.0,6,254,101.4,2,1,7,6.3,74,3,MID,75,MUN
444,Harry,Maguire,1,0,69,2513,43,75.9,560.8,314.0,4,451,95.1,7,1,7,4.3,54,2,DEF,55,MUN
445,Frederico,Rodrigues de Paula Santos,4,5,93,2026,31,390.2,583.4,201.0,8,426,117.5,7,0,5,0.8,49,3,MID,50,MUN
446,Luke,Shaw,0,3,46,1600,24,586.1,292.0,54.0,3,276,93.3,3,0,8,10.8,50,2,DEF,55,MUN
447,Jesse,Lingard,2,0,29,354,13,109.5,115.8,102.0,1,105,32.7,0,0,1,0.9,67,3,MID,70,MUN
448,Bruno Miguel,Borges Fernandes,10,7,151,3110,54,1275.5,901.0,853.0,15,626,303.3,8,0,10,13.5,116,3,MID,120,MUN
449,Anthony,Martial,1,0,14,207,3,17.5,40.4,91.0,2,40,14.6,0,0,0,0.5,76,4,FWD,80,MUN
450,Alex Nicolao,Telles,0,4,67,1658,26,437.3,382.4,95.0,6,345,91.5,5,0,1,0.8,49,2,DEF,50,MUN
451,Dean,Henderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,47,1,GK,50,MUN
452,Marcus,Rashford,4,2,63,1224,28,155.4,233.8,406.0,0,171,79.4,2,0,2,0.6,94,3,MID,95,MUN
453,Axel,Tuanzebe,0,0,14,505,10,1.1,71.2,43.0,0,86,11.5,1,0,1,0.3,44,2,DEF,45,MUN
454,Victor,Lindelöf,0,2,66,2353,47,75.4,433.2,66.0,4,471,57.6,6,0,4,0.5,48,2,DEF,50,MUN
455,Scott,McTominay,1,2,68,2386,37,311.8,463.4,258.0,2,346,103.4,8,0,9,0.3,54,3,MID,55,MUN
456,Eric,Bailly,0,0,2,216,4,1.0,36.0,0.0,0,22,3.7,0,0,1,0.1,49,2,DEF,50,MUN
457,Aaron,Wan-Bissaka,0,0,41,1793,35,237.0,371.8,123.0,3,329,73.3,3,0,2,2.9,51,2,DEF,55,MUN
458,Mason,Greenwood,5,2,71,1269,18,266.1,292.2,516.0,7,232,107.3,3,0,1,3.9,71,3,MID,75,MUN
459,Juan,Mata,0,0,10,230,4,52.1,31.0,57.0,0,50,14.0,1,0,0,0.1,47,3,MID,50,MUN
460,Jadon,Sancho,3,4,91,1894,28,596.7,363.2,549.0,9,362,150.9,6,0,0,2.1,89,3,MID,95,MUN
461,Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39,1,GK,40,MUN
462,José Diogo,Dalot Teixeira,0,0,54,1797,29,282.2,404.0,124.0,5,382,80.9,5,0,4,1.4,42,2,DEF,45,MUN
463,Andreas,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,MUN
464,Anthony,Elanga,2,3,59,1208,17,168.2,199.8,297.0,2,193,66.6,4,0,0,0.8,48,3,MID,50,MUN
465,Raphaël,Varane,1,1,75,1829,22,60.0,402.4,119.0,9,378,58.5,5,0,0,2.3,55,2,DEF,55,MUN
466,Cristiano Ronaldo,dos Santos Aveiro,18,3,159,2454,41,421.9,800.4,1535.0,29,608,274.6,8,0,8,18.1,122,4,FWD,125,MUN
467,Phil,Jones,0,0,4,161,3,1.6,53.0,0.0,0,41,5.5,0,0,0,0.0,45,2,DEF,45,MUN
468,Amad,Diallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,MUN
469,Hannibal,Mejbri,0,0,1,67,2,0.6,0.0,0.0,0,-2,0.0,0,0,2,0.0,45,3,MID,45,MUN
470,Alejandro,Garnacho Ferreyra,0,0,2,12,0,0.0,0.0,0.0,0,5,0.0,0,0,0,0.0,45,3,MID,45,MUN
471,Shola,Shoretire,0,0,1,15,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,3,MID,45,MUN
472,Álvaro,Fernández,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,MUN
473,Charlie,Savage,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,MUN
474,Joseph,Willock,2,3,79,2037,37,243.2,320.4,449.0,3,248,101.3,6,0,0,0.8,53,3,MID,60,NEW
475,Matt,Targett,1,2,101,2871,47,623.8,567.4,184.0,7,530,137.6,9,0,3,2.8,47,2,DEF,50,NEW
476,Dan,Burn,1,1,92,2461,30,83.7,569.8,264.0,6,454,91.6,9,0,8,1.1,44,2,DEF,45,NEW
477,Chris,Wood,5,0,91,2694,41,265.3,270.6,784.0,8,228,130.1,6,0,1,1.8,63,4,FWD,70,NEW
478,Jonjo,Shelvey,2,1,63,1981,30,246.7,320.8,156.0,6,292,72.6,6,1,5,0.1,53,3,MID,55,NEW
479,Matt,Ritchie,0,2,20,1333,37,420.1,225.0,92.0,0,207,73.9,0,0,5,0.2,49,2,DEF,50,NEW
480,Ciaran,Clark,0,1,14,1012,27,49.9,189.2,95.0,1,131,33.1,0,1,2,0.1,44,2,DEF,45,NEW
481,Karl,Darlow,0,0,20,720,15,0.0,157.0,0.0,3,110,15.8,0,0,1,0.3,45,1,GK,45,NEW
482,Martin,Dubravka,0,0,96,2340,35,10.0,566.4,0.0,9,465,57.7,8,0,1,2.8,44,1,GK,45,NEW
483,Callum,Wilson,8,0,75,1386,32,116.0,248.8,434.0,14,220,78.2,3,0,4,1.5,71,4,FWD,75,NEW
484,Jeff,Hendrick,1,0,8,69,3,12.1,38.8,9.0,0,25,6.0,0,0,0,0.0,48,3,MID,50,NEW
485,Ryan,Fraser,2,5,78,1459,23,428.1,250.2,324.0,8,263,99.2,5,0,3,0.3,51,3,MID,55,NEW
486,Jamaal,Lascelles,1,1,47,2055,44,46.4,399.8,276.0,2,284,71.9,3,0,5,0.2,44,2,DEF,45,NEW
487,Dwight,Gayle,0,0,7,34,0,24.2,4.2,13.0,0,22,4.1,0,0,1,0.2,52,4,FWD,55,NEW
488,Paul,Dummett,0,0,7,197,1,1.9,24.2,0.0,0,28,2.6,1,0,2,0.0,45,2,DEF,45,NEW
489,Javier,Manquillo,1,3,38,1258,27,65.4,244.2,64.0,0,206,37.7,1,0,5,4.6,39,2,DEF,40,NEW
490,Emil,Krafth,0,1,58,1636,20,102.7,270.4,54.0,3,262,42.9,6,0,5,0.2,43,2,DEF,45,NEW
491,Jacob,Murphy,1,4,62,1457,35,280.2,261.6,275.0,0,215,81.4,2,0,4,0.4,46,3,MID,50,NEW
492,Fabian,Schär,2,2,88,2158,32,115.9,465.2,234.0,10,383,81.7,6,0,4,2.5,41,2,DEF,45,NEW
493,Isaac,Hayden,1,0,28,1000,25,33.6,187.6,66.0,3,124,28.3,0,0,5,0.1,45,3,MID,45,NEW
494,Allan,Saint-Maximin,5,7,116,2804,54,649.7,554.8,841.0,15,394,204.9,9,0,6,10.9,67,4,FWD,65,NEW
495,Miguel,Almirón,1,0,59,1706,32,234.7,224.6,343.0,0,228,80.5,6,0,2,0.2,50,3,MID,55,NEW
496,Sean,Longstaff,1,1,48,1458,29,114.8,230.4,93.0,1,206,44.0,2,0,1,0.5,43,3,MID,45,NEW
497,Joelinton Cássio,Apolinário de Lira,4,2,83,2554,46,386.4,529.6,583.0,7,323,149.5,7,0,8,1.7,59,4,FWD,60,NEW
498,Jamal,Lewis,0,0,10,261,4,13.8,39.4,2.0,0,39,5.6,1,0,1,0.1,42,2,DEF,45,NEW
499,Matthew,Longstaff,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,NEW
500,Federico,Fernández,0,1,11,521,12,13.8,129.4,69.0,0,91,21.2,0,0,0,0.1,43,2,DEF,45,NEW
501,Freddie,Woodman,0,0,9,360,12,0.0,89.4,0.0,0,64,9.0,0,0,0,0.3,43,1,GK,45,NEW
502,Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,1,GK,40,NEW
503,Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,3,MID,45,NEW
504,Elliot,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,NEW
505,Kieran,Trippier,2,0,28,429,5,121.7,146.2,14.0,3,101,28.3,1,0,0,0.3,49,2,DEF,50,NEW
506,Bruno,Guimarães Rodriguez Moura,5,1,67,1031,13,188.8,385.4,301.0,11,245,87.7,4,0,4,2.8,50,3,MID,50,NEW
507,Lucas,De Bolle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,3,MID,45,NEW
508,Billy,Gilmour,0,1,49,1852,52,458.7,280.2,134.0,1,283,87.2,2,0,2,3.0,43,3,MID,45,NOR
509,Brandon,Williams,0,1,36,2119,52,289.3,371.0,80.0,4,346,74.5,2,0,8,4.6,39,2,DEF,40,NOR
510,Michael,McGovern,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,39,1,GK,40,NOR
511,Tim,Krul,0,0,90,2610,62,13.4,749.8,0.0,11,527,76.4,5,0,1,1.4,45,1,GK,45,NOR
512,Teemu,Pukki,11,3,142,3253,79,355.7,527.4,1049.0,19,441,193.2,6,0,4,9.6,61,4,FWD,60,NOR
513,Marco,Stiepermann,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,NOR
514,Lukas,Rupp,0,0,23,759,16,129.6,89.4,115.0,0,112,33.3,0,0,0,0.2,44,3,MID,45,NOR
515,Kenny,McLean,1,0,69,2707,62,184.9,346.6,355.0,0,308,88.8,6,0,3,0.1,49,3,MID,50,NOR
516,Grant,Hanley,1,0,71,2897,70,73.4,746.6,220.0,4,508,104.1,6,0,2,0.2,44,2,DEF,45,NOR
517,Onel,Hernández,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,3,MID,50,NOR
518,Sam,Byram,0,0,20,1023,27,57.9,213.0,121.0,0,163,39.3,2,0,3,0.0,44,2,DEF,45,NOR
519,Jordan,Hugill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,4,FWD,55,NOR
520,Kieran,Dowell,1,1,41,905,24,243.3,133.8,80.0,1,122,45.4,2,0,0,0.1,51,3,MID,55,NOR
521,Christoph,Zimmermann,0,0,0,156,8,0.5,19.8,7.0,0,16,2.8,0,0,0,0.0,44,2,DEF,45,NOR
522,Todd,Cantwell,0,0,10,438,15,48.5,34.4,20.0,0,48,10.3,0,0,2,0.2,53,3,MID,55,NOR
523,Max,Aarons,0,2,55,2879,69,315.2,497.0,166.0,2,413,97.4,4,0,8,0.9,43,2,DEF,45,NOR
524,Jacob,Sørensen,0,0,9,600,18,12.2,104.6,86.0,0,92,20.4,0,0,0,0.0,43,2,DEF,45,NOR
525,Przemyslaw,Placheta,0,0,18,499,12,77.2,61.0,139.0,0,60,27.9,1,0,1,0.0,47,3,MID,50,NOR
526,Adam,Idah,1,2,36,617,11,84.0,120.2,187.0,3,107,38.5,1,0,0,0.5,48,4,FWD,50,NOR
527,Josh,Martin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,NOR
528,Andrew,Omobamidele,1,0,14,381,9,5.7,126.4,35.0,3,74,16.8,0,0,1,2.0,39,2,DEF,40,NOR
529,Angus,Gunn,0,0,31,810,22,0.0,305.4,0.0,3,177,30.6,1,0,0,1.8,40,1,GK,40,NOR
530,Milot,Rashica,1,2,70,2228,56,488.5,286.8,437.0,0,191,121.4,4,0,0,0.1,52,3,MID,55,NOR
531,Ben,Gibson,0,0,53,2494,57,46.7,549.8,139.0,0,412,73.8,6,1,3,0.1,44,2,DEF,45,NOR
532,Dimitris,Giannoulis,0,1,39,1165,27,131.1,255.2,51.0,2,241,43.8,4,0,2,0.1,44,2,DEF,45,NOR
533,Pierre,Lees-Melou,1,2,70,2261,55,377.2,357.0,239.0,1,341,97.1,5,0,5,0.1,48,3,MID,50,NOR
534,Bali,Mumba,0,0,0,45,3,3.3,9.6,0.0,0,6,1.3,0,0,0,0.2,39,2,DEF,40,NOR
535,Joshua,Sargent,2,2,60,1566,33,166.7,189.0,323.0,3,205,68.0,4,0,1,0.2,54,4,FWD,55,NOR
536,Christos,Tzolis,0,0,16,326,9,97.0,38.6,107.0,0,58,24.1,0,0,0,0.0,48,3,MID,50,NOR
537,Ozan,Kabak,0,0,18,923,25,23.9,166.2,65.0,0,137,25.6,2,0,2,0.0,43,2,DEF,45,NOR
538,Mathias,Normann,1,2,52,1643,40,208.2,273.0,111.0,3,206,58.9,4,0,6,0.1,45,3,MID,45,NOR
539,Jonathan,Tomkinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,NOR
540,Jonathan,Rowe,0,1,16,208,5,62.1,42.0,48.0,0,39,15.2,0,0,0,0.0,44,3,MID,45,NOR
541,Thomas,Dickson-Peters,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,NOR
542,Jon,McCracken,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,1,GK,40,NOR
543,Liam,Gibbs,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,3,MID,45,NOR
544,Abu,Kamara,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,4,FWD,45,NOR
545,Tony,Springett,0,0,3,140,6,21.7,14.4,27.0,0,11,6.3,0,0,1,0.0,45,3,MID,45,NOR
546,Theo,Walcott,0,0,12,376,8,19.2,13.6,70.0,0,28,9.7,0,0,0,0.1,58,3,MID,60,SOU
547,Fraser,Forster,0,0,57,1710,35,0.0,559.8,0.0,6,330,56.2,3,0,1,1.2,44,1,GK,45,SOU
548,Alex,McCarthy,0,0,55,1530,27,10.0,320.2,0.0,3,286,33.1,5,0,1,1.2,43,1,GK,45,SOU
549,Oriol,Romeu Vidal,2,2,88,2890,52,521.5,527.4,247.0,6,487,129.8,7,0,9,0.5,45,3,MID,45,SOU
